Source,Target,Type,Id,Label,timeset,Weight
ASV1971,ASV2091,Undirected,2808,,,2
ASV1980,ASV2068,Undirected,2834,,,1.629089
ASV1980,ASV2120,Undirected,2835,,,1.690051
ASV1980,ASV2151,Undirected,2836,,,1.738593
ASV1981,ASV2157,Undirected,2846,,,1.991736
ASV1998,ASV2055,Undirected,2860,,,1.670217
ASV2000,ASV2084,Undirected,2880,,,1.976945
ASV2000,ASV2086,Undirected,2881,,,1.663315
ASV2031,ASV2068,Undirected,2934,,,1.79847
ASV2031,ASV2120,Undirected,2935,,,1.821256
ASV2031,ASV2151,Undirected,2936,,,1.802598
ASV2055,ASV2115,Undirected,2957,,,1.670217
ASV2060,ASV2187,Undirected,2970,,,1.974327
ASV2064,ASV2068,Undirected,2995,,,1.678685
ASV2064,ASV2120,Undirected,2996,,,1.701915
ASV2064,ASV2151,Undirected,2997,,,1.692228
ASV2068,ASV2103,Undirected,3032,,,1.600598
ASV2068,ASV2120,Undirected,3033,,,1.958121
ASV2068,ASV2151,Undirected,3034,,,1.971704
ASV2073,ASV2091,Undirected,3048,,,1.991736
ASV2082,ASV2103,Undirected,3058,,,1.723856
ASV2099,ASV2156,Undirected,3102,,,1.991736
ASV2103,ASV2120,Undirected,3123,,,1.610687
ASV2103,ASV2151,Undirected,3124,,,1.621707
ASV2120,ASV2151,Undirected,3174,,,1.98641
ASV2165,ASV2193,Undirected,3234,,,1.991736
